Timestamp,RPS,Namespace,Category,Service,Pod,Node,CPU_Total(m),CPU_App(m),CPU_Sidecar(m),Memory_WorkingSet(Mi),Memory_RSS(Mi),Memory_Delta(Mi),Net_RX(KB/s),Net_TX(KB/s),Istio_Enabled
2025-12-30 15:54:11,400,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,3,3,0,13,11,0,0.0,0.0,False
2025-12-30 15:54:11,400,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,21,21,0,60,58,0,0.0,0.0,False
2025-12-30 15:54:11,400,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,16,14,0,114.78,265.44,False
2025-12-30 15:54:11,400,default,application,profile,profile-57fd7778d8-fjq4q,minikube,254,254,0,11,9,0,267.23,204.14,False
2025-12-30 15:54:11,400,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,45,45,0,9,7,0,33.71,44386.49,False
2025-12-30 15:54:11,400,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,9,8,0,1.71,1.03,False
2025-12-30 15:54:11,400,default,application,rate,rate-67cf45b856-kztxm,minikube,4214,4214,0,31,26,-3,45832.67,19969.32,False
2025-12-30 15:54:11,400,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,8,8,0,164,67,0,2.11,0.72,False
2025-12-30 15:54:11,400,default,application,reservation,reservation-bcb65fb69-44czs,minikube,16233,16233,0,101,93,46,53544.39,26962.79,False
2025-12-30 15:54:11,400,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,35,35,0,50,46,0,0.0,0.0,False
2025-12-30 15:54:11,400,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,6,6,0,28,26,0,0.0,0.0,False
2025-12-30 15:54:11,400,default,application,geo,geo-6b57ccf698-w6r2d,minikube,191,191,0,10,8,0,61.74,54.89,False
2025-12-30 15:54:11,400,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,13,13,0,30,28,0,0.0,0.0,False
2025-12-30 15:54:11,400,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,5,5,0,154,57,0,0.07,0.11,False
2025-12-30 15:54:11,400,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,19,17,0,0.0,0.0,False
2025-12-30 15:54:11,400,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,107,107,0,282,279,3,0.0,0.0,False
2025-12-30 15:54:11,400,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,5,5,0,152,55,0,0.04,0.07,False
2025-12-30 15:54:11,400,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,770,770,0,26,23,2,1294.01,1319.77,False
2025-12-30 15:54:11,400,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,5,5,0,152,56,0,0.04,0.07,False
2025-12-30 15:54:11,400,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,20,20,0,5,3,0,14.16,162.75,False
2025-12-30 15:54:11,400,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,103,103,0,9,7,0,42.94,37.12,False
2025-12-30 15:54:11,400,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1453,1453,0,217,211,0,27108.95,52911.61,False
2025-12-30 15:54:11,400,default,application,search,search-5b698f89cb-pdxhd,minikube,1438,1438,0,20,17,3,18691.27,1029.68,False
2025-12-30 15:54:11,400,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,11,11,0,241,237,0,8.24,0.0,False
2025-12-30 15:55:26,600,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,4,4,0,154,57,0,0.05,0.07,False
2025-12-30 15:55:26,600,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18068,18068,0,228,217,11,76128.42,38342.33,False
2025-12-30 15:55:26,600,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,9,9,0,241,237,0,11.55,0.0,False
2025-12-30 15:55:26,600,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,9,7,0,2.29,1.36,False
2025-12-30 15:55:26,600,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,150.14,333.32,False
2025-12-30 15:55:26,600,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,19,19,0,60,58,0,0.0,0.0,False
2025-12-30 15:55:26,600,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,53,53,0,9,7,0,40.59,64281.3,False
2025-12-30 15:55:26,600,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,4,4,0,152,56,0,0.05,0.08,False
2025-12-30 15:55:26,600,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,102,102,0,9,7,0,54.09,44.54,False
2025-12-30 15:55:26,600,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,57,0,0.08,0.11,False
2025-12-30 15:55:26,600,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,11,0,0.0,0.0,False
2025-12-30 15:55:26,600,default,application,geo,geo-6b57ccf698-w6r2d,minikube,188,188,0,9,8,-1,69.0,58.95,False
2025-12-30 15:55:26,600,default,application,search,search-5b698f89cb-pdxhd,minikube,1435,1435,0,25,22,-10,28188.09,1481.66,False
2025-12-30 15:55:26,600,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1707,1707,0,227,211,3,38008.21,74356.17,False
2025-12-30 15:55:26,600,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,93,93,0,269,266,-22,0.0,0.0,False
2025-12-30 15:55:26,600,default,application,rate,rate-67cf45b856-kztxm,minikube,4996,4996,0,33,27,-15,63743.48,27746.6,False
2025-12-30 15:55:26,600,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 15:55:26,600,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,4,4,0,153,57,0,0.07,0.09,False
2025-12-30 15:55:26,600,default,application,profile,profile-57fd7778d8-fjq4q,minikube,243,243,0,11,9,0,349.97,260.06,False
2025-12-30 15:55:26,600,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,19,19,0,5,3,0,21.74,244.53,False
2025-12-30 15:55:26,600,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,675,675,0,32,29,0,1721.86,1769.1,False
2025-12-30 15:55:26,600,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,31,31,0,50,46,0,0.0,0.0,False
2025-12-30 15:55:26,600,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 15:55:26,600,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,8,8,0,164,67,0,2.76,0.9,False
2025-12-30 15:55:26,600,default,application,consul,consul-6876d8dccd-5nq7c,minikube,11,11,0,34,32,0,0.05,0.03,False
2025-12-30 15:55:26,600,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,4,4,0,152,55,0,0.05,0.07,False
2025-12-30 15:55:26,600,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,2,2,0,19,17,0,0.0,0.0,False
2025-12-30 15:56:41,700,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,8,8,0,164,67,0,3.07,1.02,False
2025-12-30 15:56:41,700,default,application,search,search-5b698f89cb-pdxhd,minikube,1422,1422,0,22,18,6,29217.17,1529.98,False
2025-12-30 15:56:41,700,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,5,5,0,154,57,0,0.03,0.08,False
2025-12-30 15:56:41,700,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,20,20,0,5,3,0,22.8,256.22,False
2025-12-30 15:56:41,700,default,application,geo,geo-6b57ccf698-w6r2d,minikube,180,180,0,9,8,0,68.75,58.38,False
2025-12-30 15:56:41,700,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,172.53,354.57,False
2025-12-30 15:56:41,700,default,application,consul,consul-6876d8dccd-5nq7c,minikube,11,11,0,32,30,0,0.03,0.03,False
2025-12-30 15:56:41,700,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,21,21,0,60,58,0,0.0,0.0,False
2025-12-30 15:56:41,700,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,57,0,0.05,0.11,False
2025-12-30 15:56:41,700,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,9,7,0,2.31,1.38,False
2025-12-30 15:56:41,700,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,89,89,0,271,268,0,0.0,0.0,False
2025-12-30 15:56:41,700,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,29,29,0,50,46,0,0.0,0.0,False
2025-12-30 15:56:41,700,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 15:56:41,700,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,53,53,0,9,7,0,40.25,64682.19,False
2025-12-30 15:56:41,700,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,4,4,0,152,56,0,0.03,0.07,False
2025-12-30 15:56:41,700,default,application,rate,rate-67cf45b856-kztxm,minikube,5103,5103,0,54,48,13,64697.48,28126.35,False
2025-12-30 15:56:41,700,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,5,5,0,153,57,0,0.05,0.1,False
2025-12-30 15:56:41,700,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,2,2,0,19,17,0,0.0,0.0,False
2025-12-30 15:56:41,700,default,application,profile,profile-57fd7778d8-fjq4q,minikube,241,241,0,11,9,0,369.24,273.92,False
2025-12-30 15:56:41,700,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,25,25,0,250,246,8,11.07,0.0,False
2025-12-30 15:56:41,700,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,4,4,0,152,55,0,0.03,0.07,False
2025-12-30 15:56:41,700,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18184,18184,0,222,211,-58,76591.61,38551.5,False
2025-12-30 15:56:41,700,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 15:56:41,700,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1754,1754,0,226,211,4,38941.34,76180.61,False
2025-12-30 15:56:41,700,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,653,653,0,34,30,2,1832.67,1870.86,False
2025-12-30 15:56:41,700,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,99,99,0,9,8,0,52.39,42.68,False
2025-12-30 15:56:41,700,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,11,0,0.0,0.0,False
2025-12-30 15:57:56,800,default,application,rate,rate-67cf45b856-kztxm,minikube,4956,4956,0,40,39,3,66085.91,28791.62,False
2025-12-30 15:57:56,800,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,13,11,1,0.0,0.0,False
2025-12-30 15:57:56,800,default,application,search,search-5b698f89cb-pdxhd,minikube,1388,1388,0,48,44,31,28904.73,1510.56,False
2025-12-30 15:57:56,800,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,52,52,0,9,7,0,40.64,64826.3,False
2025-12-30 15:57:56,800,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18214,18214,0,285,271,187,79444.73,39981.29,False
2025-12-30 15:57:56,800,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,88,88,0,272,269,0,0.0,0.0,False
2025-12-30 15:57:56,800,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,57,0,0.08,0.12,False
2025-12-30 15:57:56,800,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 15:57:56,800,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,18,18,0,60,58,0,0.0,0.0,False
2025-12-30 15:57:56,800,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,96,96,0,9,8,-1,53.79,43.58,False
2025-12-30 15:57:56,800,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,5,5,0,153,57,0,0.06,0.1,False
2025-12-30 15:57:56,800,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,8,8,0,251,247,1,10.23,0.0,False
2025-12-30 15:57:56,800,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,9,9,0,164,68,0,2.46,0.81,False
2025-12-30 15:57:56,800,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,9,7,0,2.13,1.31,False
2025-12-30 15:57:56,800,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,20,20,0,5,3,0,22.22,245.34,False
2025-12-30 15:57:56,800,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,5,5,0,152,56,0,0.03,0.07,False
2025-12-30 15:57:56,800,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,30,30,0,50,46,0,0.0,0.0,False
2025-12-30 15:57:56,800,default,application,consul,consul-6876d8dccd-5nq7c,minikube,11,11,0,33,31,1,0.05,0.07,False
2025-12-30 15:57:56,800,default,application,geo,geo-6b57ccf698-w6r2d,minikube,178,178,0,10,8,0,66.4,55.99,False
2025-12-30 15:57:56,800,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,179.22,342.6,False
2025-12-30 15:57:56,800,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,5,5,0,154,57,0,0.04,0.07,False
2025-12-30 15:57:56,800,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1723,1723,0,223,211,-2,38518.92,75590.62,False
2025-12-30 15:57:56,800,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,639,639,0,32,28,3,1769.67,1800.03,False
2025-12-30 15:57:56,800,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,2,2,0,19,17,0,0.0,0.0,False
2025-12-30 15:57:56,800,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 15:57:56,800,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,4,4,0,152,55,0,0.04,0.07,False
2025-12-30 15:57:56,800,default,application,profile,profile-57fd7778d8-fjq4q,minikube,233,233,0,11,9,0,348.12,258.74,False
2025-12-30 15:59:11,1000,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,19,17,0,0.0,0.0,False
2025-12-30 15:59:11,1000,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,703,703,0,35,29,1,1974.23,1869.28,False
2025-12-30 15:59:11,1000,default,application,consul,consul-6876d8dccd-5nq7c,minikube,11,11,0,35,33,0,0.06,0.11,False
2025-12-30 15:59:11,1000,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,23,23,0,61,59,1,0.0,0.0,False
2025-12-30 15:59:11,1000,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,56,56,0,9,7,0,42.47,68193.03,False
2025-12-30 15:59:11,1000,default,application,geo,geo-6b57ccf698-w6r2d,minikube,194,194,0,9,8,-1,69.64,58.77,False
2025-12-30 15:59:11,1000,default,application,search,search-5b698f89cb-pdxhd,minikube,1494,1494,0,25,22,4,30708.78,1598.3,False
2025-12-30 15:59:11,1000,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,4,4,0,152,55,0,0.03,0.07,False
2025-12-30 15:59:11,1000,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 15:59:11,1000,default,application,profile,profile-57fd7778d8-fjq4q,minikube,245,245,0,11,9,0,371.96,275.52,False
2025-12-30 15:59:11,1000,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,21,21,0,5,3,0,24.09,268.55,False
2025-12-30 15:59:11,1000,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,32,32,0,50,46,0,0.0,0.0,False
2025-12-30 15:59:11,1000,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,4,4,0,153,57,0,0.05,0.1,False
2025-12-30 15:59:11,1000,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,9,9,0,164,68,0,3.01,1.03,False
2025-12-30 15:59:11,1000,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,57,0,0.06,0.11,False
2025-12-30 15:59:11,1000,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 15:59:11,1000,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1625,1625,0,230,216,8,36509.5,71211.0,False
2025-12-30 15:59:11,1000,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,4,4,0,152,56,0,0.03,0.07,False
2025-12-30 15:59:11,1000,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,4,4,0,154,57,0,0.03,0.07,False
2025-12-30 15:59:11,1000,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,94,94,0,274,271,1,0.0,0.0,False
2025-12-30 15:59:11,1000,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,9,7,0,2.42,1.47,False
2025-12-30 15:59:11,1000,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,103,103,0,9,7,0,55.47,44.74,False
2025-12-30 15:59:11,1000,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,11,0,0.0,0.0,False
2025-12-30 15:59:11,1000,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,16,14,0,217.82,375.4,False
2025-12-30 15:59:11,1000,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,9,9,0,254,251,1,11.63,0.0,False
2025-12-30 15:59:11,1000,default,application,rate,rate-67cf45b856-kztxm,minikube,5378,5378,0,90,85,38,66994.32,29127.94,False
2025-12-30 16:00:26,200,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,9,9,0,256,252,2,3.54,0.0,False
2025-12-30 16:00:26,200,default,application,geo,geo-6b57ccf698-w6r2d,minikube,122,122,0,9,8,-1,35.09,31.97,False
2025-12-30 16:00:26,200,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,5,5,0,153,57,0,0.07,0.09,False
2025-12-30 16:00:26,200,default,application,consul,consul-6876d8dccd-5nq7c,minikube,18,18,0,35,33,0,0.06,0.03,False
2025-12-30 16:00:26,200,default,application,user,user-7f565c9c7c-p46gb,minikube,3,3,0,9,7,0,1.01,0.6,False
2025-12-30 16:00:26,200,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,11,0,0.0,0.0,False
2025-12-30 16:00:26,200,default,application,profile,profile-57fd7778d8-fjq4q,minikube,177,177,0,11,9,0,140.32,108.81,False
2025-12-30 16:00:26,200,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,7,7,0,28,26,0,0.0,0.0,False
2025-12-30 16:00:26,200,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,798,798,0,221,217,0,12959.86,25447.97,False
2025-12-30 16:00:26,200,default,application,reservation,reservation-bcb65fb69-44czs,minikube,8849,8849,0,59,53,1,26201.16,13156.43,False
2025-12-30 16:00:26,200,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,105,105,0,286,283,2,0.0,0.0,False
2025-12-30 16:00:26,200,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,5,5,0,154,57,0,0.05,0.07,False
2025-12-30 16:00:26,200,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,26,26,0,9,7,0,17.22,20969.32,False
2025-12-30 16:00:26,200,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,38,38,0,50,46,0,0.0,0.0,False
2025-12-30 16:00:26,200,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,19,17,0,0.0,0.0,False
2025-12-30 16:00:26,200,default,application,search,search-5b698f89cb-pdxhd,minikube,921,921,0,16,14,-1,9337.9,524.47,False
2025-12-30 16:00:26,200,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,16,14,0,57.76,159.99,False
2025-12-30 16:00:26,200,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,21,21,0,62,60,0,0.0,0.0,False
2025-12-30 16:00:26,200,default,application,rate,rate-67cf45b856-kztxm,minikube,2328,2328,0,28,24,-2,20854.93,9086.15,False
2025-12-30 16:00:26,200,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,5,5,0,152,56,0,0.05,0.07,False
2025-12-30 16:00:26,200,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,14,14,0,5,3,0,7.51,85.53,False
2025-12-30 16:00:26,200,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,5,5,0,154,57,0,0.07,0.1,False
2025-12-30 16:00:26,200,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,14,14,0,30,28,0,0.0,0.0,False
2025-12-30 16:00:26,200,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,9,9,0,164,68,0,1.52,0.53,False
2025-12-30 16:00:26,200,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,5,5,0,152,55,0,0.05,0.07,False
2025-12-30 16:00:26,200,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,66,66,0,9,8,0,23.44,20.59,False
2025-12-30 16:00:26,200,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,564,564,0,24,21,1,623.57,631.38,False
2025-12-30 16:01:41,400,default,application,rate,rate-67cf45b856-kztxm,minikube,4278,4278,0,36,35,2,46456.09,20240.47,False
2025-12-30 16:01:41,400,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,8,7,-1,2.0,1.18,False
2025-12-30 16:01:41,400,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,101,101,0,9,8,0,43.8,37.8,False
2025-12-30 16:01:41,400,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,5,5,0,152,56,0,0.04,0.07,False
2025-12-30 16:01:41,400,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,20,20,0,63,61,0,0.0,0.0,False
2025-12-30 16:01:41,400,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,106.9,250.24,False
2025-12-30 16:01:41,400,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,5,5,0,153,57,0,0.07,0.1,False
2025-12-30 16:01:41,400,default,application,consul,consul-6876d8dccd-5nq7c,minikube,13,13,0,35,33,0,0.04,0.03,False
2025-12-30 16:01:41,400,default,application,geo,geo-6b57ccf698-w6r2d,minikube,185,185,0,9,8,0,62.03,55.26,False
2025-12-30 16:01:41,400,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,11,11,0,257,253,0,8.59,0.0,False
2025-12-30 16:01:41,400,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,8,8,0,164,68,0,1.68,0.59,False
2025-12-30 16:01:41,400,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,46,46,0,9,7,0,35.29,45862.68,False
2025-12-30 16:01:41,400,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,760,760,0,24,21,-2,1303.99,1328.29,False
2025-12-30 16:01:41,400,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,19,17,0,0.0,0.0,False
2025-12-30 16:01:41,400,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,13,11,1,0.0,0.0,False
2025-12-30 16:01:41,400,default,application,reservation,reservation-bcb65fb69-44czs,minikube,16442,16442,0,91,83,5,53879.78,27061.79,False
2025-12-30 16:01:41,400,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,5,5,0,154,57,0,0.04,0.07,False
2025-12-30 16:01:41,400,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,13,13,0,30,28,0,0.0,0.0,False
2025-12-30 16:01:41,400,default,application,profile,profile-57fd7778d8-fjq4q,minikube,251,251,0,12,9,1,268.19,204.32,False
2025-12-30 16:01:41,400,default,application,search,search-5b698f89cb-pdxhd,minikube,1426,1426,0,17,14,-4,20206.33,1102.71,False
2025-12-30 16:01:41,400,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1456,1456,0,222,217,-3,26782.53,52458.09,False
2025-12-30 16:01:41,400,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,105,105,0,277,274,3,0.0,0.0,False
2025-12-30 16:01:41,400,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,36,36,0,50,46,0,0.0,0.0,False
2025-12-30 16:01:41,400,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,19,19,0,5,3,0,14.63,171.33,False
2025-12-30 16:01:41,400,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 16:01:41,400,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,5,5,0,152,55,0,0.04,0.07,False
2025-12-30 16:01:41,400,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,5,5,0,154,57,0,0.06,0.1,False
2025-12-30 16:02:56,600,default,application,rate,rate-67cf45b856-kztxm,minikube,4972,4972,0,38,32,-30,63531.2,27694.7,False
2025-12-30 16:02:56,600,default,application,search,search-5b698f89cb-pdxhd,minikube,1426,1426,0,29,26,1,28042.32,1478.54,False
2025-12-30 16:02:56,600,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,4,4,0,152,55,0,0.04,0.07,False
2025-12-30 16:02:56,600,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 16:02:56,600,default,application,profile,profile-57fd7778d8-fjq4q,minikube,250,250,0,11,9,0,364.42,270.87,False
2025-12-30 16:02:56,600,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,104,104,0,9,7,0,55.71,45.91,False
2025-12-30 16:02:56,600,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,5,5,0,154,58,0,0.04,0.07,False
2025-12-30 16:02:56,600,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,5,5,0,154,57,0,0.08,0.11,False
2025-12-30 16:02:56,600,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,19,17,0,0.0,0.0,False
